Z-SCORE,Asset liability ratio,Current ratio,Cash ratio,EBITDA/interest bearing debt,ROA,ROE,Gross profit margin on sales,Net business cycle (days),Turnover rate of accounts receivable (Times),Inventory turnover rate (Times),Stock Volatility,Debt financing costs,Share pledge ratio of controlling shareholders,P/E ratio,P/B ratio,Stock price rise and fall in the last year,"Company nature (state owned assets 0, others 1)",Cluster,Risk Level
3.230693302,0.480103,0.015824,0.393636477,1.084086645,0.065102,0.104504,0.115373,58.0023,8.2167,12.8739,37.87433974,0.009542382,0.479214588,11.98131221,1.286315364,-0.270554296,1,2,Low Risk
1.171441417,0.62328,0.025981,0.344336517,-0.013728148,-0.007876,-0.151997,0.469129,2656.1633,12.3182,0.115,38.75587607,0.048332632,0.0,-14.36603262,2.25814415,0.555463796,1,2,Low Risk
1.89176153,0.501442,0.013179,0.484543557,0.167503192,0.037674,0.043752,0.253387,192.932,3.0805,2.3237,50.29607754,0.022409243,0.683050269,46.25771623,2.006173362,-0.447263682,1,2,Low Risk
2.506554236,0.464441,0.010372,0.175616593,0.472173627,0.094739,0.128284,0.146187,77.7257,8.1289,4.6267,24.4112141,0.035858928,0.691137249,14.34234641,1.779985175,0.170220735,1,2,Low Risk
0.700132174,0.92085,0.006257,0.183162417,0.141541884,0.041075,0.053651,0.116466,60.2775,12.3242,5.1492,27.34116929,0.038863838,0.372758111,46.86982396,2.663422014,-0.158558518,0,2,Low Risk
3.055647686,0.52255,0.012624,0.256371906,0.351585991,0.089449,0.138236,0.295894,155.9572,3.0568,2.6909,67.99250555,0.021590238,0.634440601,28.26595628,3.883070643,0.325803373,1,2,Low Risk
7.240118651,0.182369,0.039713,0.8113916,8.942781419,0.055084,0.067947,0.205442,202.1505,2.3133,2.8261,33.48297372,0.020588828,0.631051157,30.50498442,2.06380211,-0.297825889,1,2,Low Risk
3.943485705,0.359602,0.015648,0.135050098,0.452878932,0.03733,0.049781,0.396929,262.759,1.1834,1.8184,45.63019213,0.011525091,0.44315966,59.50001829,2.923567349,0.045917999,1,2,Low Risk
3.008923007,0.370609,0.015689,0.560252618,0.577312683,0.063622,0.083005,0.21404,60.0884,3.4019,5.766,46.77825154,0.020940611,0.683716986,25.91014323,2.474132663,0.019445659,1,2,Low Risk
1.933930797,0.816934,0.010685,0.274753839,0.084296481,0.044959,0.104032,0.06513,106.949,5.4834,7.1202,27.94481252,0.029014796,0.613408372,25.14131209,2.579148623,-0.338039758,0,2,Low Risk
1.241742331,0.679482,0.009424,0.19433601,0.162289449,0.026647,0.020861,0.170157,57.1125,4.9929,4.98,43.03632359,0.025906988,0.665778961,79.90687556,1.683541271,-0.138603022,1,2,Low Risk
2.789093917,0.486754,0.014714,0.522920991,0.423176547,0.085611,0.134179,0.160371,26.9187,6.4812,9.3209,51.00104782,0.038522191,0.891429322,15.02070384,1.999431366,0.311138098,1,2,Low Risk
0.767108486,0.585406,0.006072,0.173164023,0.181514543,0.024859,0.012701,0.128612,-11.8813,20.4383,2.7173,24.37874286,0.027242875,0.423781359,90.08754807,1.118862336,-0.068118384,0,2,Low Risk
2.097130766,0.588131,0.010223,0.219053455,0.30467071,0.049835,0.07512,0.108464,75.9162,5.7156,6.4425,28.05397568,0.021993888,0.587026307,38.67588094,2.44183005,0.05427116,1,2,Low Risk
2.773720548,0.388867,0.020154,0.837367965,0.234138438,0.041725,0.00729,0.152813,106.1451,6.819,4.9447,40.37932333,0.040593009,0.907883857,156.64416,1.04249104,-0.013856275,1,2,Low Risk
2.354686512,0.662861,0.012886,0.237660287,0.714757079,0.080713,0.144057,0.196481,51.9925,6.0287,4.3061,69.08642409,0.006759555,0.25809194,25.63163996,3.852795032,1.151308371,0,2,Low Risk
1.516556846,0.567196,0.011,0.666989022,0.218483352,0.056309,0.088368,0.310831,-29.2838,12.8922,11.3302,31.36918444,0.029678574,0.477204983,35.1622811,2.323323127,0.007312336,0,2,Low Risk
4.446319273,0.351074,0.021488,0.642464575,0.180615216,0.012341,0.009669,0.300137,305.5262,1.6494,1.9093,69.8907197,0.025852528,0.63123094,359.4657532,3.503169206,-0.049380433,1,2,Low Risk
0.425276722,0.641053,0.013466,0.290160129,-0.402065086,-0.152465,-0.408771,0.175516,278.283,1.5272,3.3152,32.96984799,0.033047045,0.82420512,-1.926530956,0.789800626,-0.452472805,1,2,Low Risk
1.641094079,0.677999,0.004814,0.135764944,0.26820101,0.04176,0.053304,0.171946,-63.3924,42.7185,20.4685,44.33824558,0.015503382,0.559808825,54.46125159,2.799050058,0.176887654,1,2,Low Risk
2.319929754,0.444905,0.011858,0.172984738,0.486506266,0.034787,0.055039,0.171385,76.8917,3.4477,4.6668,54.99192481,0.011497535,0.54481441,35.20886736,1.902848045,-0.424160932,1,2,Low Risk
2.044029846,0.516123,0.01959,0.345802663,0.284831267,0.032744,0.055673,0.149477,637.1077,58.9811,0.552,36.2955167,0.01729871,0.341694919,18.60252564,1.163570761,-0.01713152,1,2,Low Risk
1.991185873,0.518877,0.01185,0.187044853,0.172361821,0.02786,0.020229,0.159054,95.3501,4.5267,6.1192,34.24086305,0.016438802,0.594795669,121.0128832,2.419583077,-0.171862049,1,2,Low Risk
1.482622621,0.670934,0.011835,0.256408739,0.229683863,0.021275,0.044218,0.22133,63.0598,1.9334,6.8055,37.89879409,0.016149099,0.548950669,58.15272117,2.587764982,-0.372940094,1,2,Low Risk
2.975073075,0.476887,0.013264,0.26225792,0.352426468,0.034767,0.047277,0.245093,157.9605,2.057,2.9929,41.02281074,0.023310047,0.5,65.20013684,3.018851514,0.263601348,0,2,Low Risk
5.191323042,0.226262,0.032042,1.212187869,1.399437439,0.013686,0.016147,0.190972,177.828,4.9301,2.2244,42.37240084,-0.002763684,0.0,114.9986242,1.8668947,-0.359772797,0,2,Low Risk
3.132822727,0.435554,0.019847,0.82076095,0.183083672,0.007397,-0.001679,0.261697,153.3476,6.2993,2.5029,64.42597602,0.012912018,0.432563202,-1759.543828,2.995624677,-0.154730796,1,2,Low Risk
0.781593282,0.752553,0.009083,0.287743135,0.158442439,0.051428,0.101552,0.152443,4.3064,6.0163,42.1058,38.71002277,0.015611768,0.936863874,21.83968931,1.566962763,0.209294606,1,2,Low Risk
1.675940187,0.436261,0.004902,0.048294634,0.193643858,0.026144,0.021722,0.271904,97.4965,7.4656,1.5685,48.86522573,0.022399826,0.71140413,104.4598015,2.283005325,-0.16240267,1,2,Low Risk
4.491909842,0.45964,0.045378,0.977652443,0.195071769,0.060214,0.083215,0.117372,202.8736,8.6324,2.0538,50.15570024,0.030549009,0.272496759,57.11685594,4.721774351,0.216774507,0,2,Low Risk
5.025027783,0.493814,0.013259,0.188173518,0.267498811,0.067394,0.081996,0.302719,141.8728,3.8391,2.9382,55.73789586,0.028639216,0.174012016,89.53445359,7.426180436,1.757767598,1,2,Low Risk
3.24242529,0.349473,0.028957,0.94401313,0.315022305,0.050644,0.045461,0.207482,123.0593,4.0925,4.6909,42.73681826,0.044864394,0.433007698,33.62664772,1.606496117,0.095973154,1,2,Low Risk
2.660127765,0.400668,0.014141,0.250175898,0.451362462,0.023574,0.051087,0.317031,146.2463,1.6141,3.4898,27.17006219,-0.021420566,0.649130665,39.77023745,2.09841956,-0.01686368,1,2,Low Risk
3.857104035,0.453611,0.015501,0.443422984,0.477851208,0.08276,0.096203,0.226417,36.9637,6.8428,6.4178,51.64971503,0.003223882,0.731929893,33.07342427,3.058619273,-0.485181404,1,2,Low Risk
3.376307215,0.453801,0.01646,1.053990842,0.189968427,0.025602,0.0202,0.195922,50.7181,3.9262,7.101,64.40962325,0.027203359,0.818783751,160.9946965,3.239906836,-0.119179971,1,2,Low Risk
6.710515814,0.139896,0.027154,0.630213131,1.285226658,0.049986,0.048268,0.25388,79.2669,7.0933,3.6669,16.71165987,0.030985658,0.884225743,34.12780543,1.645477845,-0.030543933,1,2,Low Risk
2.846573077,0.40198,0.016279,0.220199721,0.514747764,0.039735,0.036377,0.143351,11.7899,5.0257,5973.1612,39.896136,0.013584393,0.218013075,27.75372942,0.999442373,-0.423776768,0,2,Low Risk
3.799141188,0.270496,0.015389,0.213692139,3.202649059,0.082838,0.088838,0.240453,97.8928,1.7153,41.3946,32.84701665,-0.004551653,0.777639589,20.35673067,1.802811733,-0.451051606,1,2,Low Risk
2.911323155,0.485179,0.014587,0.234205014,0.21561216,0.029961,0.024452,0.230368,127.1528,7.3382,2.7501,48.36179782,0.0450048,0.699701085,113.4879285,2.838240356,0.144421873,1,2,Low Risk
4.344269096,0.394499,0.01805,0.583435301,0.349255332,0.070128,0.084507,0.380336,302.0466,1.9228,1.5529,55.57453292,0.036241557,0.548339278,53.84807839,5.011038541,0.855220185,1,2,Low Risk
2.44578373,0.591286,0.011289,0.505781945,0.268729901,0.060399,0.111656,0.215124,61.8695,6.2932,6.8173,66.10423164,0.044672063,0.761576587,30.61973332,3.301810329,1.147542813,1,2,Low Risk
1.700235401,0.614909,0.012637,0.172195592,0.290773049,0.03398,0.06436,0.115813,140.5986,3.015,2.2528,33.60659546,0.009043459,0.356103842,21.07642292,1.326175807,0.094931052,1,2,Low Risk
2.445546277,0.427536,0.014487,0.403294971,0.409381965,0.075951,0.091368,0.334308,52.4169,2.4836,3.4671,40.4088217,0.033705504,0.562338675,21.45860332,1.931921414,0.082572614,1,2,Low Risk
3.043074327,0.364404,0.020614,0.760783395,0.298594722,0.049259,0.06718,0.37281,200.1923,1.482,4.2913,48.95432996,0.02501745,0.727833528,25.56102816,1.754215594,-0.269618128,1,2,Low Risk
1.330041394,0.77628,0.011469,0.245474433,0.232897966,0.043309,0.121824,0.097862,1.3862,9.2816,1.8837,82.12974676,0.006548283,0.772266688,10.97219151,1.331858756,0.170529674,1,2,Low Risk
2.232552047,0.477275,0.011826,0.186531606,0.490297256,0.012916,0.036862,0.178486,127.6199,4.3971,2.9582,51.59097029,-0.005270649,0.0,44.576059,1.650733251,-0.102047705,1,2,Low Risk
3.112915319,0.446583,0.013152,0.431440273,0.580513822,0.080258,0.146508,0.283097,157.6582,3.893,2.7033,34.94957098,0.028822091,0.520900891,18.23201449,2.725190442,0.323796877,1,2,Low Risk
-0.718481616,0.43779,0.014591,0.197563335,-2.359207627,-0.504259,-0.793608,0.102353,263.3068,1.3898,2.8222,42.89358509,0.064030805,0.5524887,-1.887614248,1.068463411,-0.220391226,1,2,Low Risk
7.235973851,0.501418,0.019588,0.761937142,0.047662466,0.016064,-0.01799,0.026245,19.7412,39.4325,17.5808,31.7977333,0.046881086,0.676006841,-78.59113996,1.422368947,-0.231811185,1,2,Low Risk
-0.077780707,0.951942,0.006214,0.182101682,-0.007909737,-0.043006,-1.178753,0.017447,179.9758,25.753,1.2461,29.34599712,0.032552335,0.489005064,-3.445679734,2.893779414,-0.514669665,0,2,Low Risk
4.202558073,0.486437,0.017531,0.537129728,1.932574752,0.056262,0.097453,0.20136,72.8061,1.1717,5.8824,81.90566345,0.001810202,0.500800857,47.59878115,4.709056373,-0.001845018,1,2,Low Risk
5.498215093,0.391812,0.040669,1.741928878,0.314094352,0.047332,0.065937,0.252797,168.4634,3.4676,3.09,51.23357754,0.022455531,0.672512912,65.85008081,4.564121917,0.185035971,1,2,Low Risk
2.002463527,0.46243,0.013693,0.718383827,0.208950112,0.019188,0.019155,0.29324,44.2421,6.1339,2.7216,36.47095339,0.01355,0.430893871,100.4418018,2.023848501,0.146524823,1,2,Low Risk
0.788788128,0.679633,0.00652,0.335001559,0.242579641,0.067057,0.108982,0.297283,2.2499,12.0417,4.8611,36.90544935,0.044778923,1.0,8.382360324,0.93889017,-0.44739816,1,2,Low Risk
2.68838825,0.499696,0.012792,0.346549205,0.302149905,0.039308,0.081603,0.382635,229.2099,1.9172,2.606,52.94499336,0.018917055,0.681558873,49.62700073,3.797550219,0.078626209,1,2,Low Risk
2.833526598,0.332024,0.022159,0.625051163,0.266362881,0.042709,0.040944,0.358293,368.3059,18.7191,0.9438,33.52324301,0.031675037,0.458518397,26.57391632,1.098747594,0.027351568,1,2,Low Risk
5.747030952,0.334985,0.018773,0.399299068,0.0,0.054384,0.073784,0.149378,77.6725,3.7366,12.1846,24.2937785,-0.00911263,0.065036933,48.7930235,3.626054147,-0.057795863,1,2,Low Risk
0.846357597,0.643975,0.003029,0.086380255,0.256968903,0.043122,0.041965,0.148035,-4.6101,240.1319,7.36,68.15700681,0.038329566,0.398782352,35.08815217,1.725508706,0.562812247,0,2,Low Risk
1.06685244,0.564083,0.005825,0.280416891,0.285654929,0.03116,0.009499,0.262786,-40.2171,10.4188,3.9293,38.79636656,0.036385716,0.97807145,178.5738979,1.68637231,-0.257432136,1,2,Low Risk
1.188676314,0.649374,0.009965,0.414840103,0.13037174,0.033816,0.017437,0.153128,191.4356,2.7441,2.7809,40.61955895,0.033181015,0.93819814,103.8747432,1.820687991,-0.338590848,1,2,Low Risk
5.813509258,0.387852,0.014766,0.390241056,0.824492187,0.071071,0.09731,0.248747,51.778,4.9891,4.9905,76.14121376,0.051553915,0.4,46.69719208,4.442195381,-0.265690621,1,2,Low Risk
2.560892956,0.590557,0.016766,0.614210363,0.212343564,0.040354,0.072144,0.292332,302.8992,4.6794,1.2024,29.97459202,0.003987852,0.466357513,47.43545591,3.543388092,0.610504518,1,2,Low Risk
2.233198481,0.377534,0.019784,0.583547368,11.78201918,0.01094,0.013242,0.222353,94.9797,3.7999,2.6223,40.8538968,0.011288435,0.525715691,102.8879564,1.278476323,0.119482121,1,2,Low Risk
2.537000609,0.568032,0.011423,0.275258728,0.226509263,0.046259,0.054431,0.102127,80.2717,9.4728,5.3043,39.69938665,0.014428696,0.649972134,65.50381013,2.949943331,0.612507942,1,2,Low Risk
2.749305701,0.433659,0.02033,1.329072386,-0.271160004,-0.024677,-0.019373,0.387359,579.9057,3.1424,0.6784,40.37178479,-0.025562153,0.41600255,-114.0511642,2.179241316,-0.089309159,1,2,Low Risk
2.018860155,0.398665,0.008297,0.380378346,0.325808699,0.037958,0.048893,0.189466,251.0282,4.6465,0.8897,30.1560028,0.019844543,0.668512668,50.53307919,2.439861226,0.010866627,1,2,Low Risk
0.745070472,0.593544,0.007642,0.164444065,0.087871812,0.005952,-0.051005,0.229258,223.0277,2.5215,2.5738,53.38208459,0.045811851,0.789491224,-18.9507017,0.923053837,-0.757074944,0,2,Low Risk
3.320871447,0.343297,0.032362,1.560166138,0.533621545,0.04874,0.053369,0.159511,84.0584,4.137,7.4902,44.39876234,0.011996411,0.532796467,34.12733695,1.861168426,-0.191362621,1,2,Low Risk
2.90863002,0.496983,0.018777,0.550733693,0.590508464,0.030195,0.063512,0.372851,140.536,1.8371,1.4017,36.87012723,-0.000575103,0.0,48.5426732,3.202196357,0.339070342,0,2,Low Risk
2.431527923,0.549659,0.011719,0.186843394,0.329671561,0.080371,0.119983,0.296523,114.5129,3.2167,3.1512,21.46865163,0.016916469,0.783251583,20.16460507,2.427671302,0.171785029,1,2,Low Risk
5.604103614,0.400881,0.016834,0.606947289,0.494681281,0.069798,0.0877,0.071302,34.7338,32.0174,10.7891,44.00522784,-0.002687167,0.913384976,33.77849577,2.938763143,-0.300929326,1,2,Low Risk
2.149036249,0.569711,0.011538,0.529011278,13.84639321,0.053959,0.100608,0.096385,-57.7108,6.7657,37.9547,47.27656977,-0.007568471,0.499999995,12.14632946,1.203671668,0.256555702,0,2,Low Risk
0.889057791,0.570231,0.009561,0.33060861,0.256860196,0.021407,0.016095,0.26729,-238.6722,3.102,3.5695,54.21464681,0.027949658,0.252445304,76.17123733,1.232978797,0.188535167,1,2,Low Risk
1.955009376,0.60642,0.014066,0.172788008,-0.024104611,-0.032177,-0.124491,0.115408,224.6114,7.4757,1.614,59.84101528,0.047817326,0.759964865,-17.41598075,2.136464382,0.205357857,1,2,Low Risk
2.75415307,0.531575,0.010144,0.412953642,0.191038426,0.052,0.086573,0.051122,16.2534,84.5931,17.8137,29.293017,0.005439577,0.11030836,12.6404882,1.068626558,-0.897933754,0,2,Low Risk
1.621750261,0.644007,0.012717,0.263950239,-0.106289258,-0.047731,-0.102586,0.168646,191.0621,1.4175,2.5012,55.54496942,0.005949587,0.223546539,-42.62282055,3.283014249,0.265147163,1,2,Low Risk
1.752884068,0.445206,0.01225,0.372654977,-1.544770682,-0.133873,-0.221543,0.167379,87.9175,4.17,6.46,36.2048323,0.006753767,0.597213565,-6.187019468,1.211193705,-0.180232558,1,2,Low Risk
4.079086759,0.379821,0.013976,0.171801435,0.667781786,0.067437,0.08601,0.28693,120.1459,6.4612,2.2791,32.14555455,0.017225596,0.224921278,33.48902707,2.869749631,-0.287675607,1,2,Low Risk
1.358502237,0.552006,0.017787,0.587380721,-0.282130259,-0.093392,-0.258835,0.174973,180.842,1.6585,6.6308,49.13414195,0.008918768,0.691145878,-5.869889214,1.296083249,-0.401882318,0,2,Low Risk
1.74348833,0.614831,0.009529,0.176720898,0.146588191,0.050108,0.074458,0.198292,40.8775,6.3809,7.3262,53.61044548,0.030696584,0.493100146,28.30114646,2.106975631,0.288351319,1,2,Low Risk
1.740870611,0.54062,0.01192,0.19772782,-0.263145034,-0.168092,-0.36034,-0.119229,374.2767,2.7502,1.2956,54.95637654,0.035115033,0.0,-9.12614886,3.290650047,0.14221496,0,2,Low Risk
2.464196416,0.493807,0.014174,0.331304464,0.250680635,0.036403,0.050372,0.112824,79.6864,8.8464,4.4659,67.28194003,0.013465426,0.442933383,45.91500547,2.187762379,-0.398825436,1,2,Low Risk
7.763738348,0.42834,0.008832,0.126223259,0.466630566,0.038306,0.042695,0.403567,128.7711,2.4794,5.9056,49.73230866,0.022353379,0.528696084,211.2568849,8.965053146,-0.354432008,1,2,Low Risk
4.892693259,0.322523,0.018257,0.3420927,0.467288166,0.067613,0.070952,0.127627,91.1723,11.3461,4.4921,38.86909452,0.00710098,0.338481136,44.71089635,2.698840818,0.087937743,1,2,Low Risk
1.848557525,0.640145,0.012703,0.174370963,0.289343668,0.083974,0.16128,0.250117,264.9612,13.1011,0.7709,44.7565035,0.013189233,0.624730003,15.31252917,2.479105886,-0.433015695,1,2,Low Risk
1.744075573,0.460652,0.010474,0.228083657,0.2724644,0.065217,0.028237,0.07556,187.1049,7.1438,2.2252,40.35910709,0.02441765,1.0,55.03567961,1.253040101,-0.273081925,1,2,Low Risk
1.285988677,0.565284,0.011639,0.360306399,-1.466307195,-0.109927,-0.246299,0.256887,-35.5044,1.943,282.8485,34.29189695,0.001130169,0.463282369,-7.053336569,1.535529379,0.104388943,1,2,Low Risk
1.866036938,0.5757,0.006727,0.18681937,0.150442757,0.038424,0.062817,0.300067,81.6072,5.8958,1.993,42.94732688,0.015541485,0.387119832,51.96465164,3.206750346,0.15891072,1,2,Low Risk
0.329340233,0.573674,0.010152,0.146999382,-0.40863918,-0.141192,-0.364047,0.193482,320.7235,1.1887,2.038,40.07862877,0.0420176,0.786201512,-4.956728311,1.590455111,-0.340642332,1,2,Low Risk
3.256866193,0.37656,0.01421,0.466113109,0.577717093,0.048288,0.056654,0.40923,200.2275,1.436,3.2731,48.48391507,-0.000797306,0.717409165,74.37967609,2.868683885,-0.206833873,1,2,Low Risk
0.243055439,0.475818,0.003704,0.132584304,0.154822991,0.015162,0.006112,0.207773,147.3695,1.5124,5.1454,52.15963559,0.005289573,0.397184167,337.695106,4.726511761,-0.068406841,1,2,Low Risk
5.891403835,0.210504,0.021395,0.755517422,0.0,0.049691,0.069843,0.259054,-32.5108,37.1087,5.2318,31.15949309,-0.015373698,0.466183497,33.46628051,2.322931508,-0.370357916,0,2,Low Risk
2.12705576,0.410627,0.019658,0.42962141,0.150513606,0.018713,0.018203,0.19855,165.8962,2.4966,3.7696,48.63128311,0.017899707,0.499230706,82.03404313,1.337437966,-0.211602195,0,2,Low Risk
1.182900857,0.595281,0.011378,0.259674791,0.707474708,0.048699,0.094371,0.441985,794.1672,6.3857,0.3313,22.14859566,0.006678797,0.788080239,8.710262413,0.731545592,-0.178306633,1,2,Low Risk
1.354988754,0.802454,0.007453,0.207086637,0.010108943,-0.025088,-0.175457,0.424857,98.2257,6.9452,2.8818,50.94984961,0.02029568,0.393336416,-23.90745694,3.58869117,0.75989158,0,2,Low Risk
2.036689128,0.445728,0.016961,0.958444004,1.608163119,0.042757,0.054689,0.335454,97.8475,40.3316,1.366,25.84041393,-0.004497058,0.490384591,11.93923739,0.647391122,-0.249232137,1,2,Low Risk
1.281245586,0.691831,0.01814,0.597807075,0.098544144,0.050079,0.070794,0.38541,751.0683,9.7923,0.4849,16.86954022,0.020323915,0.615937573,29.44061715,2.280575288,-0.575110041,1,2,Low Risk
4.934588993,0.419437,0.014143,0.642017652,0.49447055,0.107783,0.142523,0.29405,86.6548,4.9971,5.3463,51.91411473,0.023347072,0.63105635,30.1918401,4.036601784,-0.312967775,1,2,Low Risk
1.355618951,0.375572,0.007315,0.26418314,0.15779907,0.019808,0.013385,0.148488,62.8909,9.4623,4.0338,30.27359322,0.030368387,0.475223907,48.16249177,0.62935012,-0.298201282,0,2,Low Risk
4.575211588,0.497545,0.010271,0.374149309,0.35582955,0.093823,0.138666,0.211643,57.7727,10.03,6.4516,71.27557112,0.024168522,0.669583778,56.59636126,7.406919157,1.013953488,1,2,Low Risk
1.263637784,0.481041,0.014222,0.070069362,-2.336259622,-0.210535,-0.421548,0.288925,256.3269,1.6006,1.7019,56.81509902,0.015949871,0.977929889,-4.490974784,1.650945233,-0.417576042,1,2,Low Risk
0.772618721,0.726377,0.007857,0.45546028,0.105373342,0.015483,0.011685,0.083604,43.8191,15.1037,7.771,38.08419303,0.021406687,0.5,106.6450802,1.210516099,-0.421096765,0,2,Low Risk
2.667937175,0.813899,0.010324,0.220395294,0.171403568,0.032299,0.080897,0.145892,95.9074,5.5593,4.1304,84.85639371,0.020371044,0.740995542,328.6664652,50.90617859,0.140693196,1,2,Low Risk
2.854792388,0.489082,0.032105,0.618082465,0.167373613,0.027568,0.042821,0.349674,2631.0217,43.3118,0.1134,56.15719852,0.032193664,0.495808772,80.34506571,3.49939079,0.01739324,0,2,Low Risk
3.211452427,0.432836,0.011833,0.288854147,0.160118026,0.023848,0.013883,0.116152,200.2426,6.2309,1.99,33.73211177,0.013756347,0.23369385,240.5733861,3.391363817,-0.293498952,0,2,Low Risk
7.836024029,0.308892,0.021442,0.673954784,-0.268732918,-0.076868,-0.116993,0.434303,303.9755,16.5971,1.1237,48.72647165,0.044356332,0.499319351,-44.15243494,4.954264866,0.089773683,1,2,Low Risk
0.837857276,0.798467,0.01453,0.081727057,0.083969239,0.030076,0.03125,0.155547,-368.7783,3.1983,424.6196,55.27941401,0.028847795,0.745635987,25.29789869,0.742916097,-0.057733395,1,2,Low Risk
3.388082204,0.439399,0.014677,0.334480998,0.448350779,0.0697,0.08695,0.295612,70.4226,3.6763,7.295,36.10655518,0.017087588,0.837453316,31.32133174,2.673214151,-0.20893014,1,2,Low Risk
2.164847291,0.751491,0.008543,0.226328558,0.344234857,0.042108,0.126409,0.042644,0.0914,5.5719,69.861,37.17301456,0.01504096,0.787059791,8.857618814,1.109789234,0.58997317,1,2,Low Risk
3.919164723,0.349912,0.018955,0.341766428,1.634096361,0.092437,0.119114,0.242859,125.7826,3.9966,2.7499,50.51650899,0.063645924,0.364936327,23.01706997,2.71953472,0.058098492,1,2,Low Risk
2.726924149,0.442143,0.01801,0.958169859,0.110953333,0.014554,0.007473,0.055833,37.344,18.8763,10.7066,39.16304589,0.019727263,0.152860625,290.034048,2.142979097,-0.024359715,0,2,Low Risk
4.472166693,0.291168,0.020088,0.505481425,1.85966216,0.020534,0.018919,0.273651,236.8835,1.4494,1.7959,52.54875455,0.003056288,0.637284628,137.6366373,2.581148575,-0.02475409,1,2,Low Risk
1.570474839,0.665079,0.012884,0.28078872,0.178682349,0.043999,0.035659,0.182943,168.5546,1.8536,6.7506,38.61655672,0.028025727,0.738056882,30.11692706,1.049955084,-0.300594245,1,2,Low Risk
3.200402303,0.419768,0.016439,0.303750059,0.678575205,0.068108,0.091292,0.33427,203.8687,2.2384,2.1306,45.27353636,0.004495008,0.626025973,28.77596487,2.612116758,-0.210381436,1,2,Low Risk
0.82778428,0.618328,0.012131,0.154597659,-0.314643412,-0.084162,-0.18816,0.219252,254.6159,1.1948,1.8357,49.40662541,0.014140063,0.66987302,-8.863418366,1.857376277,-0.477070347,1,2,Low Risk
4.534873432,0.282823,0.026028,0.488830325,1.698399438,-0.004097,-0.007722,0.253244,209.0774,2.2985,1.4329,55.95901258,0.007546812,0.140974672,-302.0901315,2.335499747,-0.236256819,1,2,Low Risk
4.99240268,0.297907,0.025507,0.421539385,9.690399811,0.06944,0.08768,0.210361,130.6974,2.8455,3.9878,31.63013365,0.005524386,0.4951782,27.29082597,2.341141072,0.22590383,1,2,Low Risk
3.840604678,0.54382,0.019556,0.611822786,0.481487695,0.068059,0.111683,0.160663,56.103,6.1791,3.9224,51.67134883,0.019335032,0.0,35.09018785,3.967248523,0.338099574,1,2,Low Risk
3.115387066,0.495135,0.016831,0.291802272,0.328940171,0.057058,0.084333,0.219676,135.3849,1.4685,30.5273,43.51623353,0.015830712,0.273999988,28.36127679,2.376885039,-0.095378564,1,2,Low Risk
1.89025277,0.593529,0.011391,0.341318983,0.036302457,0.006784,0.004253,0.074722,29.6346,7.0873,14.1491,12.88994258,0.031147042,0.726531383,655.2132711,2.732926519,-0.193749279,1,2,Low Risk
-0.499562603,0.95981,0.008073,0.079194375,-0.821961715,-0.259882,-1.680828,0.124548,135.1422,1.0243,15.1907,46.0427037,0.052848334,0.0,-1.951225619,1.544690607,-0.308746163,0,2,Low Risk
1.331112738,0.758236,0.007368,0.170661426,0.157349366,0.051262,0.081358,0.165705,117.5,6.3524,3.6591,101.8090528,0.039297438,0.355690999,46.10000987,3.163692063,1.312043796,1,2,Low Risk
2.30396969,0.628159,0.01376,0.193785069,0.63566676,0.041632,0.114282,0.165902,138.799,2.0676,4.8546,57.79911339,0.006134862,1.0,18.21034053,2.014389508,-0.190088512,1,2,Low Risk
4.561184333,0.257653,0.027897,0.379015507,0.888124063,0.0739,0.076124,0.134436,95.5961,4.8273,6.3869,29.70946433,0.021480491,0.056907104,16.79185526,1.271391665,0.076351558,1,2,Low Risk
4.265196257,0.299807,0.025897,0.716869924,2.358558113,0.040219,0.05357,0.184759,83.8188,2.924,3.8206,36.89668687,-0.013975105,0.932322186,38.47327537,2.11871474,-0.317811363,1,2,Low Risk
-0.112848519,0.884471,0.011057,0.079947107,-0.226280766,-0.127274,-0.853093,0.017001,-64.9423,1.1376,2.1648,35.78141719,0.039886976,0.5,-2.337633302,1.692482389,-0.189111457,0,2,Low Risk
2.566242685,0.396036,0.018311,0.194561974,0.387338868,0.055031,0.055357,0.353855,315.6881,3.9333,1.2739,32.81853497,0.036639762,0.476615861,34.18101537,1.910056512,0.18933133,1,2,Low Risk
2.767458573,0.68709,0.010983,0.21112119,0.128947811,0.036437,0.059593,0.04881,46.7468,73.5586,7.9331,38.74189008,0.018554023,0.564389894,26.46794921,1.521506628,-0.315278943,1,2,Low Risk
7.865621126,0.175604,0.030751,0.486781237,10.22878897,0.019834,0.018365,0.298432,126.1719,3.2132,4.3047,31.45961251,0.060348935,0.459170824,132.6448995,2.450051542,-0.450926561,1,2,Low Risk
0.682699099,0.712462,0.010267,0.111972959,0.093029204,0.019001,0.009685,0.196893,110.6725,2.3108,1.0162,37.90448906,0.033214844,0.0,107.5525861,1.034578531,0.050041395,0,2,Low Risk
1.723528134,0.586212,0.010106,0.367702721,0.165202155,0.026477,0.046845,0.0997,67.566,3.9267,6.6582,50.60651359,0.019515879,0.693930849,62.8011817,2.700705014,0.682258628,1,2,Low Risk
