Stock code,Z-SCORE,Share pledge ratio of controlling shareholders,Pledge ratio of limited sale shares,Pledge ratio of unlimited shares,Stock Volatility,P/E ratio,P/B ratio,Stock price rise and fall in the last year,Annual turnover rate,ST,ROA,ROE,changes in net assets,changes in operating income,Gross profit margin on sales,Net business cycle (days),Turnover rate of accounts receivable (Times),Inventory turnover rate (Times),Total asset turnover rate (Times),Current ratio,Cash ratio,Asset liability ratio,Asset liability ratio (excluding advance receipts),Asset liability ratio (total liabilities - contract liabilities - advance receipts)/(total assets - goodwill - contract liabilities - advance receipts),Current liabilities/total liabilities,Monetary capital/short-term debt,EBITDA/interest bearing debt,EBIT interest cover,EBITDA interest cover,Net cash flow from operations has been negative for three consecutive years,Average cash income ratio in recent three years,Cash income ratio,Ratio of accounts receivable to operating income,Ratio of prepayments to operating income,Ratio of other receivables to total assets,Ratio of construction in progress to total assets,Minority shareholders' equity/owners' equity,The proportion of goodwill in total assets exceeds,Downgrade or negative,audit opinion ,"Company nature (state owned assets 0, others 1)",High deposit and loan of 90p,Company size (LN),Whether there are four major audits,Proportion of independent directors,Equity checks and balances (2-5 large/1 large),"Two positions in one (1 for the same, 0 for the different)",Equity concentration (the first largest shareholder),Total institutional shareholding ratio,Audit fee,Tobin Q,Debt financing costs,Enterprise age,Goodwill impairment ratio,Asset quality index,SG&A Expense,Number of key audit matters,Number of research institutions concerned,Number of research reports (+1 LN),Financial cycle m2/gdp,IsDefault
X00618,21.76148278,0.982922607,0,0,29.59228181,74.93558676,5.399153689,-0.215687326,2.830011469,0,0.085998,0.075107,1.480201651,1.317878,0.431076,331.2888,9.9923,1.1501,0.1969,0.060485,2.643643835,0.102064,0.084759372,0.104348745,0.8877,8.328034257,3.776169793,116.4639,143.4906109,0,1.103999333,1.103041,0.163419161,0.041708924,0.078936579,0.008578384,0.26422554,0.184180394,0,0,1,0,3.137746186,1,0.333333333,1.7576961,1,0.203,0.355289,45,3.611825495,0.005931585,7.077777778,0.303611977,0.451936495,1.974072445,3,1.098612289,1.098612289,0.017310869,0
X00619,3.320871447,0.532796467,0,0.341731863,44.39876234,34.12733695,1.861168426,-0.191362621,3.676522308,0,0.04874,0.053369,1.17833553,0.23664,0.159511,84.0584,4.137,7.4902,0.6488,0.032362,1.560166138,0.343297,0.342424148,0.370239082,0.458685,31.92789311,0.533621545,9.1607,16.07969617,0,0.760196667,0.852079,0.260721378,0.008262288,0.003754473,0.012586825,0.097093115,0.075027206,0,0,1,0,3.539008862,1,0.428571429,0.057853642,0,0.6414,0.649662,130,1.387310066,0.011996411,3.430555556,0.132519706,1.461597971,1.193209263,2,1.098612289,1.098612289,0.028940562,0
X00620,4.187440019,0.386363636,0.188657376,0,99.19574728,61.23312702,3.600687888,2.030480657,37.39222144,0,0.071996,0.069287,1.531973815,0.091977,0.58055,-119.5112,9.4305,70.079,0.1675,0.011369,0.856503444,0.365571,0.365094159,0.392928412,0.349072,2.997783789,0.368272596,6.3287,10.07756396,0,1.075777667,1.058647,0.117901686,0.001078747,0.002761192,0.217794467,0.030060683,0.070784803,0,0,1,0,3.360332043,1,0.428571429,0.965847475,1,0.3255,0.007762,78,2.549435846,0.025768193,0.758333333,0.002636416,1.34189453,1.147866619,2,1.098612289,1.098612289,-0.059095742,0
X00621,2.90863002,0,0,0,36.87012723,48.5426732,3.202196357,0.339070342,3.529179902,0,0.030195,0.063512,1.080855605,0.09888,0.372851,140.536,1.8371,1.4017,0.4383,0.018777,0.550733693,0.496983,0.490206127,0.490206127,0.843307,18.39686054,0.590508464,0,0,0,0.887659333,0.902971,0.573801537,0.019715776,0.007216778,0.094077461,0.082517494,0,0,0,0,0,3.47443952,1,0.333333333,0.342958294,0,0.4169,0.575091,60,1.864483137,-0.000575103,25.64444444,0,1.172209768,0.821189194,2,1.098612289,1.098612289,-0.064161221,0
X00622,2.431527923,0.783251583,0,0.29042741,21.46865163,20.16460507,2.427671302,0.171785029,2.997154142,0,0.080371,0.119983,1.082696235,0.107555,0.296523,114.5129,3.2167,3.1512,0.6347,0.011719,0.186843394,0.549659,0.54706156,0.54706156,0.829031,0.323590915,0.329671561,6.9298,10.29313096,0,0.647495,0.621228,0.343950522,0.023418733,0.003112257,0.070521081,0.013189718,0,0,0,1,0,2.893319905,1,0.333333333,0.693288761,0,0.2137,0.024802,88,1.589775848,0.016916469,3.083333333,0,1.132755155,0.968588678,2,1.098612289,1.098612289,-0.064161221,0
X00623,6.615211226,0,0,0,38.34492474,146.8576844,3.941208747,-0.465532865,6.550276908,0,0.029906,0.02712,1.021051537,0.044794,0.324799,419.712,2.5982,1.0578,0.2232,0.027882,0.308732795,0.295309,0.292862695,0.292862695,0.412652,0.526746456,0.33351431,4.6219,9.334029321,0,0.92494,0.825116,0.418986525,0.105055179,0.009589568,0.036075327,0,0,0,0,1,0,1.890466925,1,0.375,1.028676048,0,0.2733,0.216011,40,3.072981712,0.021716643,2.5,0,1.086025674,1.015127988,2,1.098612289,1.098612289,0.017310869,0
X00624,5.604103614,0.913384976,0,0.313098141,44.00522784,33.77849577,2.938763143,-0.300929326,0.954178211,0,0.069798,0.0877,1.107378211,0.335609,0.071302,34.7338,32.0174,10.7891,2.7876,0.016834,0.606947289,0.400881,0.363476824,0.369735734,0.989789,1.35667483,0.494681281,0,0,0,1.116950667,1.11735,0.035190912,0.037724253,0.006766145,0.022975464,0.062951895,0.015933326,0,0,1,0,3.625574764,1,0.375,1.712976627,0,0.2596,0.775865,80,1.9937641,-0.002687167,4.513888889,0.029450253,1.040665359,0.949130334,2,1.098612289,1.098612289,-0.059095742,0
X00625,2.149036249,0.499999995,0,0.081602132,47.27656977,12.14632946,1.203671668,0.256555702,5.279381358,0,0.053959,0.100608,1.060620435,0.052122,0.096385,-57.7108,6.7657,37.9547,1.098,0.011538,0.529011278,0.569711,0.566967898,0.567130182,0.953593,44.59088547,13.84639321,0,0,0,0.718116,0.885457,0.195551013,0.021888411,0.014553742,0.011839013,0.191182455,0.000284337,0,0,0,0,5.272795554,1,0.333333333,1.555823774,0,0.1632,0.448642,35,0.980188971,-0.007568471,25.34722222,0.000183111,0.97252095,0.974850387,2,1.098612289,1.098612289,-0.06737798,0
X00626,5.904025703,0,0,0,135.2442245,33.7091258,3.962153469,0.964931377,12.46166586,0,0.116436,0.14891,1.941572157,0.15629,0.208278,84.9261,4.5208,4.1243,1.1239,0.018941,0.215410422,0.36304,0.362345353,0.362345353,0.988067,1.372985861,2.16520441,26.3833,33.45358805,0,0.805555,0.717504,0.230816448,0.004794193,0.001525658,0.049201399,0,0,0,0,0,0,2.634097532,1,0.333333333,0.316,0,0.5094,0.093383,40,2.785073532,0.015966222,0.902777778,0,0.959449098,1.120325054,2,1.098612289,1.098612289,0.017310869,0
X00627,0.889057791,0.252445304,0,0.110806862,54.21464681,76.17123733,1.232978797,0.188535167,4.470042971,0,0.021407,0.016095,1.031383156,-0.062777,0.26729,-238.6722,3.102,3.5695,0.2072,0.009561,0.33060861,0.570231,0.565915366,0.649140264,0.826376,1.307833402,0.256860196,1.3932,3.337362872,0,0.859186667,0.905493,0.339361887,0.050787538,0.031802336,0.042364444,0.030591303,0.126933256,0,0,1,0,4.440997365,1,0.5,0.782536617,0,0.1944,0.31869,150,1.071220065,0.027949658,8.508333333,-0.008512499,0.942352154,0.944657203,2,1.098612289,1.098612289,0.048155337,0
X00628,1.955009376,0.759964865,0,0.130497038,59.84101528,-17.41598075,2.136464382,0.205357857,7.981563469,0,-0.032177,-0.124491,0.87671008,-0.028855,0.115408,224.6114,7.4757,1.614,0.8893,0.014066,0.172788008,0.60642,0.600408939,0.600408939,0.87863,0.276352813,-0.024104611,-1.4584,0,0,0.995282,0.960161,0.130629412,0.0348169,0.009463136,0.005732678,-0.009669441,0,0,0,1,0,3.930673247,1,0.333333333,1.535314674,0,0.1717,0.449035,205,1.525233537,0.047817326,10.48055556,0,0.917460733,1.0133608,2,1.098612289,1.098612289,0.048155337,0
X00629,2.75415307,0.11030836,0,0.042511075,29.293017,12.6404882,1.068626558,-0.897933754,2.639100594,0,0.052,0.086573,1.111255445,0.245004,0.051122,16.2534,84.5931,17.8137,1.8368,0.010144,0.412953642,0.531575,0.52991605,0.532220521,0.568056,0.458564511,0.191038426,8.352,12.7316635,0,0.863699333,0.751939,0.013004581,0.002856515,0.007769793,0.117306726,0.035213287,0.004314637,0,0,0,0,5.788497156,1,0.333333333,0.134572168,0,0.349,0.43223,106,1.000882913,0.005439577,25.93888889,0,0.885468013,0.792583886,2,1.098612289,1.098612289,0.028940562,0
X00630,1.621750261,0.223546539,0,0.13335783,55.54496942,-42.62282055,3.283014249,0.265147163,17.38250545,0,-0.047731,-0.102586,1.626506025,-0.048782,0.168646,191.0621,1.4175,2.5012,0.3876,0.012717,0.263950239,0.644007,0.63822145,0.642609973,0.699012,1.026241518,-0.106289258,-11.3169,0,0,0.982553667,0.904401,0.684112221,0.037676841,0.018691779,0.076829862,-0.119763652,0.006720009,0,0,1,0,3.524830175,1,0.333333333,1.705751747,1,0.1171,0.05468,155,2.06683006,0.005949587,6.688888889,-0.011907964,0.760091174,1.275105887,2,1.098612289,1.098612289,-0.06737798,0
X00631,1.752884068,0.597213565,0.042806812,0.286490833,36.2048323,-6.187019468,1.211193705,-0.180232558,5.682336639,0,-0.133873,-0.221543,0.784933479,0.044826,0.167379,87.9175,4.17,6.46,0.7889,0.01225,0.372654977,0.445206,0.385222566,0.414315755,0.960955,2.857159174,-1.544770682,-105.942,0,0,0.99055,1.01134,0.2421583,0.033437458,0.025972349,0.024006264,0.002736956,0.063368567,0,0,1,0,3.220091173,1,0.333333333,0.94130483,0,0.2272,0.180227,135,1.301111495,0.006753767,9.461111111,-0.191193952,0.729050349,1.035711805,2,1.098612289,1.098612289,0.048155337,0
X00632,4.843042236,0.206713442,0.061885227,0.098986364,49.73439526,62.45197677,1.863952579,-0.628079635,10.15595289,0,0.020703,0.029335,0.994974716,-0.043341,0.301951,90.6289,2.8638,5.3236,0.5454,0.024057,0.913448221,0.23468,0.232705871,0.232705871,0.95552,1041.898653,140.1221866,0,0,0,0.962538333,0.949057,0.401575999,0.006936156,0.002699204,0.025977788,0,0,0,0,1,0,2.804671085,1,0.5,1.160106601,1,0.2195,0.19945,60,1.640303275,-0.007161223,1.2,0,0.702817606,0.723391049,2,1.098612289,1.098612289,-0.059095742,0
X00633,8.937425384,0,0,0,178.5006249,60.95761105,5.077412949,1.828571429,28.73076358,0,0.091634,0.104918,1.812440865,0.123507,0.406492,234.0368,1.5758,1.8512,0.4614,0.029623,0.238159432,0.289543,0.279081235,0.279081235,0.914691,0.797008959,0.809154019,16.3283,18.37211802,0,0.650116667,0.593138,0.717197689,0.036245193,0.007769427,0.098447641,0,0,0,0,1,0,2.108836265,1,0.428571429,0.742115028,1,0.3748,0.00024,35,3.814905633,0.016125853,0.572222222,0,0.649323661,1.001014379,2,1.098612289,1.098612289,0.017310869,0
X00634,11.08642661,0,0,0,45.27299906,43.7189446,3.398818562,0.303713528,10.63239622,0,0.096964,0.110847,2.555802866,0.19716,0.22057,39.3649,4.3864,8.9352,0.9088,0.045421,1.296286101,0.181653,0.180443809,0.180443809,0.964625,23.12969766,6.262257026,6.9696,9.494131706,0,0.967548667,0.96007,0.248811584,0.001220122,0.00558298,0.00452822,2.26608E-09,0,0,0,1,0,3.354592203,1,0.333333333,0.213492127,1,0.6353,0.001393,75,2.940404203,0.057601271,0.680555556,0,0.58389112,0.979033409,2,1.098612289,1.098612289,0.017310869,0
X00635,4.079086759,0.224921278,0.0625,0.0000025,32.14555455,33.48902707,2.869749631,-0.287675607,5.980046803,0,0.067437,0.08601,1.068696118,0.128768,0.28693,120.1459,6.4612,2.2791,0.6923,0.013976,0.171801435,0.379821,0.376863754,0.376863754,0.861003,0.331527756,0.667781786,9.2991,16.24552582,0,1.064107,0.989182,0.181361604,0.001222407,0.001173582,0.010348365,-0.000165518,0,0,0,1,0,2.319285433,1,0.375,1.372145749,0,0.2779,0.273919,55,2.109099245,0.017225596,2.338888889,0,0.511351599,1.054345249,2,1.098612289,1.098612289,-0.064161221,0
X00636,1.358502237,0.691145878,0,0.23451574,49.13414195,-5.869889214,1.296083249,-0.401882318,7.482279429,0,-0.093392,-0.258835,0.791776836,0.118859,0.174973,180.842,1.6585,6.6308,0.3866,0.017787,0.587380721,0.552006,0.542785198,0.547643326,0.779195,0.910433639,-0.282130259,-6.858,0,0,1.033303,0.964774,0.63579006,0.133754979,0.101226058,0.020037515,0.037230128,0.00869206,0,0,0,0,3.661770227,1,0.333333333,1.397370114,0,0.144,0.003511,179.5,1.297416192,0.008918768,7.85,-0.131475296,0.303871252,0.949191752,2,1.098612289,1.098612289,-0.059095742,0
X00637,5.745124389,0,0,0,243.1706085,43.91178389,7.279462722,0.99750934,4.029617302,0,0.082185,0.122685,2.039957677,0.532872,0.470941,46.6457,12.4793,2.8564,0.8548,0.021251,0.899003061,0.373414,0.35960946,0.35960946,0.867257,2.593417452,0.536333353,232.0693,299.7170387,0,0.958643333,0.887026,0.091514826,0.012762575,0.012087752,0.028347812,-4.76447E-07,0,0,0,1,0,2.395063409,1,0.444444444,1.286752522,1,0.2846,0.013251,144,2.888599249,0.039781466,0.083333333,0,0.930234069,0.98925999,1,1.098612289,1.098612289,0.017310869,0
X00638,1.74348833,0.493100146,0,0.133139144,53.61044548,28.30114646,2.106975631,0.288351319,7.314057968,0,0.050108,0.074458,1.060442124,0.09569,0.198292,40.8775,6.3809,7.3262,0.6406,0.009529,0.176720898,0.614831,0.613355798,0.613355798,0.75331,0.254451448,0.146588191,3.1143,4.458015384,0,0.871654333,0.799544,0.189705966,0.022367179,0.006084648,0.095252084,0.003867979,0,0,0,1,0,3.768939467,1,0.333333333,0.363401618,0,0.27,0.364208,80,1.399808911,0.030696584,13.3,0,0.340779141,0.662744767,1,1.098612289,1.098612289,0.048155337,0
X00639,58.69619509,0.681528919,0,0,61.40814538,94.51766721,13.87578083,0.047524825,11.37193885,0,0.246974,0.262691,13.13342139,0.17603,0.822375,-8.6548,13.8613,0,0.4997,0.07212,6.051323355,0.123007,0.119878472,0.121780816,0.981853,9650.618415,0,0,0,0,0.994372667,1.008774,0.139880629,0.016225938,0.095555445,0.00024613,0.007369699,0.015565527,0,0,1,0,4.463919516,0,0.428571429,1.218114844,0,0.2787,0.03251,305,11.75916109,-0.050371805,5.830555556,0.233101674,10.09780939,2.438174031,0,1.098612289,1.098612289,0.096386832,0
X00640,1.740870611,0,0,0,54.95637654,-9.12614886,3.290650047,0.14221496,6.970523773,0,-0.168092,-0.36034,0.697243332,-0.559238,-0.119229,374.2767,2.7502,1.2956,0.297,0.01192,0.19772782,0.54062,0.539223821,0.539223821,0.693517,0.223699898,-0.263145034,-8.2312,0,0,1.041121,1.195536,0.319906369,0.007121621,0.00147441,0.003695241,0.002604595,0,0,0,0,0,3.455806762,1,0.333333333,0.133052777,0,0.458,0.50852,55,2.375808934,0.035115033,15.94722222,0,1.369498805,1.984419897,0,1.098612289,1.098612289,0.077211433,0
X00641,2.464196416,0.442933383,0,0,67.28194003,45.91500547,2.187762379,-0.398825436,12.19337235,0,0.036403,0.050372,1.063979407,0.752248,0.112824,79.6864,8.8464,4.4659,0.8569,0.014174,0.331304464,0.493807,0.463247026,0.472879638,0.761192,0.820578432,0.250680635,5.0695,9.925141816,0,0.941285667,1.019197,0.125987917,0.162471925,0.004925084,0.065435659,0.108048325,0.019210332,0,0,1,0,4.312005466,1,0.333333333,0.205563051,0,0.422,0.048306,70,1.494210843,0.013465426,6.144444444,-0.002590402,0.939127389,0.640902361,0,1.098612289,1.098612289,0.096386832,0
X00642,8.777408,0,0,0,102.7525054,58.00308976,6.489196683,0.490963855,10.1402688,0,0.094648,0.110334,1.099209023,0.142604,0.319081,216.9191,1.7561,4.6151,0.7796,0.020977,0.243772717,0.343954,0.337005439,0.337005439,0.973515,0.420685468,0.581098638,8.9254,8.053211938,0,0.960835,0.92818,0.613607389,0.021375193,0.014144986,0,0,0,0,0,1,0,2.571902778,1,0.428571429,0.267114373,0,0.5519,0.571488,50,4.352999534,0.02983179,4.291666667,0,0.869882842,0.939809301,0,1.098612289,1.098612289,0.077211433,0
X00643,7.763738348,0.528696084,0,0,49.73230866,211.2568849,8.965053146,-0.354432008,8.654695231,0,0.038306,0.042695,1.032104989,0.383861,0.403567,128.7711,2.4794,5.9056,0.483,0.008832,0.126223259,0.42834,0.427224461,0.42960144,0.910576,0.228648674,0.466630566,3.5734,10.46498529,0,0.976337667,0.821517,0.494287794,0.012348014,0.002583129,0.018779295,0.01963939,0.005522212,0,0,1,0,1.93120572,1,0.428571429,0.950668389,1,0.1962,0.103185,45,5.385491623,0.022353379,5.563888889,0,0.818623519,0.942698462,0,1.098612289,1.098612289,0.096386832,0
X00644,3.036447586,0,0,0,96.74117107,31.94157484,4.197920956,1.07164869,6.74189084,0,0.081956,0.163346,1.834684799,0.204278,0.278406,68.656,6.6424,4.4725,0.609,0.008738,0.294656214,0.553829,0.547353004,0.547353004,0.781338,0.67798105,0.41971409,4.844,7.615697851,0,0.893075,0.923908,0.173038744,0.010080252,0.00346307,0.019365748,0.000809056,0,0,0,1,0,5.190842436,0,0.333333333,0.506951341,1,0.5035,0.024875,200,2.350289832,0.016949145,0.486111111,0,0.79138038,1.035640429,0,1.098612289,1.098612289,0.096386832,0
X00645,4.892693259,0.338481136,0,0,38.86909452,44.71089635,2.698840818,0.087937743,2.174425865,0,0.067613,0.070952,1.5293326,0.297492,0.127627,91.1723,11.3461,4.4921,1.1564,0.018257,0.3420927,0.322523,0.317153152,0.317153152,0.970708,0.372024798,0.467288166,9.2488,13.81369036,0,1.117855667,1.092199,0.103739634,0.026867639,0.004620607,0.078846038,0,0,0,0,1,0,3.831387479,1,0.333333333,0.929529628,0,0.3391,0.770702,59,2.0997579,0.00710098,5.927777778,0,0.642724705,1.052336423,0,1.098612289,1.098612289,0.096386832,0
X00646,20.69289393,0.391729388,0,0,102.7325341,113.3042198,5.901849905,0.739280797,11.66876572,0,0.046003,0.052249,1.043505801,-0.049793,0.216321,69.8687,3.6878,6.2169,0.6123,0.037138,1.299581831,0.154718,0.154097023,0.154116786,1,9650.618415,0,0,0,0,0.963461,0.96612,0.265202447,0.00839991,0.004563956,0.002309385,0,0.000128141,0,0,1,0,2.083088385,1,0.428571429,0.378451156,1,0.3745,0.179584,60,5.054517495,-0.023422981,4.775,0,0.390097716,1.024558563,0,1.098612289,1.098612289,0.077211433,0
X00647,1.848557525,0.624730003,0.220454303,0.021939265,44.7565035,15.31252917,2.479105886,-0.433015695,4.919196172,0,0.083974,0.16128,1.215747425,0.478018,0.250117,264.9612,13.1011,0.7709,0.5862,0.012703,0.174370963,0.640145,0.638961958,0.663772809,0.881789,0.56657352,0.289343668,8.1879,8.635352247,0,0.705782333,0.635906,0.08649364,0.00509715,0.019926627,0,0.03889542,0.037256061,0,0,1,0,3.264048292,1,0.333333333,0.662468514,0,0.3461,0.190547,70,1.432705531,0.013189233,1.769444444,0.022091876,1.683558512,0.664999416,3,0.693147181,1.098612289,-0.059095742,0
X00648,1.744075573,1,0,0.180795912,40.35910709,55.03567961,1.253040101,-0.273081925,4.389909255,0,0.065217,0.028237,1.038791772,0.106698,0.07556,187.1049,7.1438,2.2252,0.4321,0.010474,0.228083657,0.460652,0.44963593,0.451656893,0.75626,0.31665865,0.2724644,5.5074,7.718574174,0,0.838981667,0.912659,0.14354248,0.0644344,0.006443398,0.113089446,0.001335275,0.004384991,0,0,1,0,4.29900706,1,0.333333333,2.004457328,1,0.1003,0.284647,260,1.282577962,0.02441765,12.19444444,0,1.07414229,0.970540046,3,0.693147181,1.098612289,0.028940562,0
X00649,1.285988677,0.463282369,0,0.168752314,34.29189695,-7.053336569,1.535529379,0.104388943,2.341410019,0,-0.109927,-0.246299,0.707077131,-0.02278,0.256887,-35.5044,1.943,282.8485,0.5118,0.011639,0.360306399,0.565284,0.521352172,0.56359303,0.968753,1.490737553,-1.466307195,-47.2486,0,0,0.988401333,1.094832,0.460799088,0.009554095,0.031569004,0.00361388,0.018073644,0.068070122,0,0,1,0,3.494370334,1,0.333333333,0.376563341,0,0.3643,0.418855,108,1.461821247,0.001130169,7,-0.209101045,0.881300946,1.043303657,3,0.693147181,1.098612289,-0.06737798,0
X00650,1.866036938,0.387119832,0,0.226441299,42.94732688,51.96465164,3.206750346,0.15891072,1.128999487,0,0.038424,0.062817,1.03923548,0.149146,0.300067,81.6072,5.8958,1.993,0.3088,0.006727,0.18681937,0.5757,0.561699155,0.572173806,0.782758,0.349536621,0.150442757,5.6802,8.211537454,0,1.097933333,1.097098,0.178269766,0.020053687,0.003554401,0.302629251,0.000904078,0.017721972,0,0,1,0,4.754296894,1,0.428571429,0.145854478,0,0.5849,0.599065,210,1.93499137,0.015541485,10.36666667,-0.001469089,0.85679442,1.023680427,3,0.693147181,1.098612289,-0.06737798,0
X00651,0.329340233,0.786201512,0,0.094612034,40.07862877,-4.956728311,1.590455111,-0.340642332,4.110488906,0,-0.141192,-0.364047,0.704542532,0.062072,0.193482,320.7235,1.1887,2.038,0.2338,0.010152,0.146999382,0.573674,0.565820507,0.706218642,0.838996,0.317349776,-0.40863918,-6.3297,0,0,1.045064,0.836351,0.918224582,0.048030793,0.005073486,0.014998758,0.070643683,0.195206742,0,0,1,0,4.220461152,1,0.333333333,2.580638503,0,0.0875,0.331416,128,1.448589009,0.0420176,12.25833333,-0.149160189,0.745609576,1.07618361,3,0.693147181,1.098612289,0.028940562,0
X00652,3.256866193,0.717409165,0,0,48.48391507,74.37967609,2.868683885,-0.206833873,17.67397485,0,0.048288,0.056654,2.857504973,0.55634,0.40923,200.2275,1.436,3.2731,0.315,0.01421,0.466113109,0.37656,0.367747127,0.559739849,0.971962,2.687362378,0.577717093,0,0,0,1.120041333,1.139718,0.980204037,0.023451915,0.006514851,0,0.074944274,0.338222299,0,0,1,0,3.453997305,1,0.428571429,0.869371179,1,0.3542,0.193915,180,2.005347159,-0.000797306,2.872222222,1.544284257,9.404909687,0.921623814,2,0.693147181,1.098612289,0.017310869,0
X00653,0.243055439,0.397184167,0,0.199076423,52.15963559,337.695106,4.726511761,-0.068406841,3.113473149,0,0.015162,0.006112,8.483218978,-0.120276,0.207773,147.3695,1.5124,5.1454,0.0962,0.003704,0.132584304,0.475818,0.475697591,0.506808361,0.666609,1.006042781,0.154822991,4.4701,5.204550461,0,1.067326667,0.9811,0.914213614,0.018482593,0.003523578,0.177281587,0.57518401,0.06137158,0,0,1,0,4.167502667,1,0.4,2.343931212,1,0.1399,0.013081,120,0.769437036,0.005289573,3.5,0.993220802,8.031007679,1.12701019,2,0.693147181,1.098612289,-0.059095742,0
X00654,6.045644911,0.700335981,0,0,37.06494703,57.89507291,16.04749495,0.506130841,2.943622607,0,0.122145,0.112808,3.948780705,-0.111605,0.335556,-41.3988,10.8531,27.9051,0.4673,0.021356,1.685384484,0.321558,0.320921136,0.320921136,0.433465,5.410679143,0.672401117,8.082,12.65410461,0,1.069323,1.057049,0.114900944,0.002589822,0.02596534,0.102896753,0.00436076,0,0,0,1,0,3.896839996,1,0.333333333,0.830521141,1,0.343,0.176459,120,3.082099738,0.030399775,13.34722222,0,2.768810243,0.857980052,2,0.693147181,1.098612289,0.017310869,0
X00655,5.891403835,0.466183497,0,0,31.15949309,33.46628051,2.322931508,-0.370357916,4.284040777,0,0.049691,0.069843,1.070151293,0.183645,0.259054,-32.5108,37.1087,5.2318,0.4098,0.021395,0.755517422,0.210504,0.161784127,0.161784127,1,9650.618415,0,0,0,0,0.966748,0.9243,0.009222857,0.027205354,0.009600207,0.019061507,0,0,0,0,0,0,2.688467378,1,0.333333333,0.273141918,0,0.3056,0.379107,70,1.995370334,-0.015373698,21.49722222,0,1.250811341,0.713662818,2,0.693147181,1.098612289,0.017310869,0
X00656,2.12705576,0.499230706,0,0.124753195,48.63128311,82.03404313,1.337437966,-0.211602195,7.993541397,0,0.018713,0.018203,1.371684906,0.085731,0.19855,165.8962,2.4966,3.7696,0.5444,0.019658,0.42962141,0.410627,0.409609475,0.463118146,0.692175,0.806065834,0.150513606,2.6575,8.907103115,0,1.060439333,1.225298,0.467815525,0.022863685,0.007858301,0.078134809,0.044940585,0.11534081,0,0,0,0,3.976416898,1,0.333333333,0.22354014,0,0.2499,0.293898,120,1.147709453,0.017899707,10.70833333,0.078697879,1.243644878,0.974645509,2,0.693147181,1.098612289,0.028940562,0
X00657,1.182900857,0.788080239,0,0.430051391,22.14859566,8.710262413,0.731545592,-0.178306633,0.993415729,0,0.048699,0.094371,0.84841258,-0.245101,0.441985,794.1672,6.3857,0.3313,0.2065,0.011378,0.259674791,0.595281,0.494506567,0.494506567,0.789503,2.987970021,0.707474708,40.1047,3.107489634,0,1.469272667,1.333978,0.118845674,0.003632263,0.006593902,0.034136598,0.110213539,0,0,0,1,0,5.005045927,1,0.428571429,0.454361671,0,0.4306,0.658081,195,0.929819224,0.006678797,29.96666667,-0.000578365,1.21391079,1.757015955,2,0.693147181,1.098612289,-0.06737798,0
X00658,7.574248296,0.407807788,0,0.23168397,46.30983923,90.82438136,2.152071707,-0.082490354,5.477042085,0,0.025022,0.024049,1.020339188,-0.168478,0.656329,2811.8427,2.283,0.1189,0.1033,0.04436,1.08749091,0.16689,0.130579,0.13151128,0.800978,150.0863965,1.452927707,13.2706,18.11212817,0,1.029311333,0.913651,0.408292354,0.038369754,0.003874687,0.000266127,-0.0040152,0.006792903,0,0,1,0,3.704243119,1,0.5,1.609464394,0,0.219,0.124947,70,1.975064275,0.012047761,14.04444444,0,1.080364895,1.178726051,2,0.693147181,1.098612289,0.048155337,0
X00659,1.354988754,0.393336416,0,0.108638912,50.94984961,-23.90745694,3.58869117,0.75989158,3.538110027,0,-0.025088,-0.175457,0.822028293,0.084015,0.424857,98.2257,6.9452,2.8818,0.8786,0.007453,0.207086637,0.802454,0.793319441,0.793319441,0.85135,0.370271447,0.010108943,-2.3575,0.318290432,0,0.877124667,0.882203,0.147825153,0.021824381,0.016733188,0.059999729,-0.0481956,0,0,0,0,0,4.880528382,1,0.333333333,0.512383303,0,0.2762,0.51841,220,1.752168804,0.02029568,24.11944444,0,1.077851419,1.037526025,2,0.693147181,1.098612289,-0.06737798,0
X00660,3.726233745,0.425870858,0,0.181592111,38.37848105,18.07734948,1.42613651,-0.066848568,2.677255161,0,0.067705,0.081807,1.085780412,0.182073,0.244112,170.9082,7.3143,2.1017,0.5398,0.039774,2.179684084,0.296566,0.293067054,0.293067054,0.643868,3.894342702,0.540645654,31.4062,40.06669872,0,1.095046,1.1297,0.132826345,0.026637349,0.000582587,0.015870889,0.011283277,0,0,0,1,0,3.49867789,1,0.5,1.176736831,0,0.2904,0.505007,75,1.287631523,0.011395071,9.65,0,1.048033084,1.013606373,2,0.693147181,1.098612289,-0.06737798,0
X00661,4.115746305,0,0,0.125611561,45.43224012,16.40573262,1.755086035,0.569173525,2.002706405,0,0.088219,0.109228,1.098007657,0.059067,0.199108,-21.4415,3323.0599,34.1213,1.2109,0.01748,1.597236648,0.355108,0.263709296,0.263709296,0.793136,9650.618415,0,0,0,0,1.144773667,1.133452,0.000401033,0.001071303,0.006703421,0,0,0,0,0,1,0,3.132506263,1,0.375,0.771139783,0,0.3834,0.743546,60,1.459153847,-0.015770484,22.64722222,0,1.011721146,0.883485976,2,0.693147181,1.098612289,-0.064161221,0
